ómógodẹ,lamb
ómoko,parrot
ómókri,n. young he-goat
Urhobo,English gloss
ómóni,relation
ómótete,infant
ómozé,plate (unbreakable)
omurú,arbitrary act
oná,skill
ónánó,n. question
ónẹ,race
óni,mother
óniáruakpọ,stepmother
óniáye,in-law (female)
onini,master
óniorọvwe,mother/sister in-law
óniọvo,brother/sister
oniru,programme
oniyono,syllabus
óno,who (sing.)
ónógbo,cat
Ólókú,sea-god
onorí,leader
ólórógun,chief
onótu,commissioner/minister
onughe,spectator
ópiri,dance
opháro,face
óphiọrọ,whistle
óphopho,pepper soup
óphọrọ,mudfish
ora,sore
oraévun,stomach ulcer
óraóbọ,bracelet
óraóhọre,necklace
órávwọ,thing/something
orere,hare
orẹ1,feast
órẹ2,plea
orémré,sight
orí1,pomade
óri2,food made of corn
orin3,pus
oriaren,August
órié,palm tree
orivwi,corpse
orivwiéshó,funeral
óro1,gold
Urhobo,English gloss
oró2,wasp
ororigho,accountant
orọvwe,marriage
órua,extended family
oruchó,crime
orugbá,completion
orukérí,revenge
orukugbé,co-operation
orukuruku,corruption
orumwemwu,sinner
orúrú,thread
órhá,witchcraft
orhare,well
órhére,midwife
orhérẹn,reverend (Rev.)
orhérhé,cricket
orhẹ,abdomen
orhié,verdict
orhirhi,electric fish
orho,n. town
órhóma,surrounding
órhó,ear
órhua,deer
orhuẹ1,madness
orhué2,hunter
orhuẹre,catfish
órhuéro,blind person
osa1,debt
osa2,salary
ósáye,payment made as compensation for defiling another man's wife
osébro,deposit
oseghe,contest
óseri,witness
ósé,scale
osévwe,n. fashionably dressed for an occasion
osi,stroke
osiẹbe,secretary
osio,rain
osioruru,n. spider
osivwohwo,saviour
osọnọ,anguish
osuigodẹ,shepherd
oshenyé,oppression
óshó1,penis
oshọ2,fear
Urhobo,English gloss
oshu,louse
otá,speech/word
ótáfe,n. outside
otáríroro,poem
otebene,n. tumbler
ótete,small
otí,n. leprosy
ótọ1,ground/down
ótọ2,meaning
otóvwe,longevity
otu,majority/group of people
óva,scolding
ovákpó,window
ovie,king/traditional ruler
ovieraye,queen
óvié,cry
óvuẹ,message
ovwavwa,plank
óvwarha,bead (in general)
ovwerhẹ,sleep
ovwi,measles
óvwie,shade
ovwiégbére,poor person
ovwié1,leather
ovwién2,clay
ovwiẹrẹ,laziness
ovwiévwe,deceit
ovwoó,south
óvwọvwọ,evening
ovwu,anger
óvwrovwro,co-wife
ówáre,brief period of sunshine in the rainy season (August break)
ówe1,mosquito
owe2,bush mango
owẹ,fishpond
owẹvwe,hunger
ówia,work
ówórhi,catarrh
owọ,leg
ówọrhe,cough
óyan,walk/movement
oyao,garden egg
oyare,begging
oyavwe,circumcision
óyibó,white man
Urhobo,English gloss
óyibótọ,n. mulatto/albino
oyivwi1,boldness
oyivwi2,n. rudeness
oyóma,okay/good
oyono,teacher
oyonorode,professor
oyoyovwi,beautiful (in some contexts = yoyovwi)
oyubu,sugar
ozé,basin
ózighé,murderer
ozighi,"roughness, trouble making"
Ọ,ọ
ọ,"pron. he, she, it"
ọbara,blood
ọbe,book
ọberíyẹnrẹn,newspaper
ọberóvuẹ,letter
ọberófeta,dictionary
ọberúkeri,calendar
ọberúseri,certificate/receipt
ọbẹrokpa,palm nuts collector
ọbiúyovwi,charm for longevity
ọbo,doctor (medical/traditional)
ọbóba1,young thing/offspring
ọbóba2,"young, tender"
ọboepha,oracle man
ọboériáriẹ,doctor (academic)
ọboimwu,pharmacist
óboine,singer
ọbuwevwi,architect
ọchó,hip
ọchuko,helper
ọchuyovwi,pillow
ọda,paint
ọdafe,rich person
ọdávwẹ,interest/desire
ọdavwiní1,examination
ọdavwiní2,temptation
ọdemu,customer
ódọ,larvae of beetle
ọdja,sweat
Urhobo,English gloss
ófa,another
ọfarhiẹ,fornication
ọfeta,translator
ọfé,tilapia
ọfẹto,comb
ófo,tick
ọfuanfo,white (in some contexts = fuanfo)
ọga1,n. disease/sickness
ọgá2,sir/boss
ọgán3,n. animal track
ọgadiẹ,crab
ọgagan,"tough, strong, hard (in some contexts = gagan)"
ọgarephẹn,diabetics
ọgẹdjọ,idol worshipper
ọgẹrobọ,n. ladle
ógọ1,in-law (male)
ọgó2,bottle
ọgọdọ,pit
ọgọghẹnẹ,Christian
ọgọrọ,raffia palm
ọguá1,palace
ọguá2,town hall
ọguimoto,driver
ógbá1,hero
ógban2,thirty
ọgban3,horn
ógbóre,glutton
ógbúdi,drunkard
óghágháre,dear/precious
Óghẹné,God
ọghọ1,respect/honour
ọghọ2,virginity
ọghọrọgbọdọ,elephant grass
ọghrẹrẹ,centipede
ọghware,cheating
ọghweta,reporter
óghwéfia,charm for protection against gun shot
ọghwékoko,gathering
ọghwérẹ,farmer
ọghwo,old age
ọghwọrọ,waste
ọghwrọrọ,slope
ọhẹrhuwevwi,gecko
Urhobo,English gloss
ọhohowa,bushfowl
óhọ1,fowl
ọhó2,sense
óhọáye,hen
ọhọhọhọ,heavy (in some contexts = họhọhọ)
ọhọvwọre,chieftaincy title
óhróware,shrew
ọhwarhisọ,dung-beetle
ọhwẹre1,tadpole
ọhwẹre2,"eye pain like ""Apollo"""
óhwẹróbọ,left-handed person
óhwúnu,gun
ọja,toothache
ọjẹfia,disrespect
óka1,"corn, maize"
ọkán2,sunbird
ọkakúro,chieftaincy title
ọkaórho,title normally given to the oldest man in a town
ọkarekọ,woodpecker
ọke1,time
ọké2,n. miserliness
ọkefiọke,occasionally
ọkeghọrọ,kingfisher
ọkevó,when
ọkẹre,tide/flood
ọkiévwiẹ,birthday
ọkiorhọ,"harvest season (of yams, crops etc)"
ọkiósio,rainy season
ọkiọvo,sometimes
ọkiúvo,dry season
ọkó1,n. village
ọko2,"gift parcel, present"
ókókó,corner
ọkpá,thickness
ọkpáko,senior
ọkparibibẹ,pincers
ọkparivie,brassière
ọkpo,piles
ọkpó1,walking stick
ọkpó2,bamboo
ókpọ3,namesake
ọkpóbia,squirrel-like animal
ókpórho,fish box/refrigerator
Urhobo,English gloss
ókpórhorórivwi,mortuary
ókpórhoróbara,blood bank
ọkrẹkrẹ,short (in some contexts = krẹkrẹ)
óméro,pupil (of eye)
ọmiọvwọ,"nursing mother, woman having children"
ómótọ,"native, indigene"
ómó,child
ómọbóba,baby
ómọfófa,bushbaby
ómọkpáko,first born
ómómare,old person
ómọráruakpọ,stepchild
ómọrovie,"prince, princess"
ómọróriọka,bastard
ómósẹ,half brother/sister
ómóshare,boy
ómótẹ,n. girl
ómótobẹ,spinster
ómótógbẹ,old married woman who returns to her father's compound to stay
ọmraro,prophet
ómwa,soldier fish
ọnégbáge,wrapper
ọnéki,trader
ọné,yam
ọnókpa,policeman
ónya,lobster
ọnyẹ1,incubus
ọnyé2,weight
ọnyẹnyé,sardine
ónyọ,bee
ọpuọpuọ,ray (fish)
ọre1,tsetse fly
ọre2,meal
ọrémuọghọkẹ,honourable
ọriéda,n. witch/wizard
ọriẹ,arrogance
ọrígbẹ,n. porcupine
órígbo,bitterleaf
ọriọka,weaver bird
ọrobiebi,cobra
ọrovwori,lord
ọrhá,"idol, shrine"
ọrhárha,visitor/stranger
ọrháre,bachelor
Urhobo,English gloss
ọrhe1,odour
órhe2,native chalk
ọrhẹ,n. plantain
ọrhẹrotọ,security guard (be it day or night)
ọrhierhia,tale-bearer/traitor
ọrho,growth
ọrhoghwo,sieve
ọrhorhorho,a. hot
ọse,lover
ọscba,upper wrapper (of the two) worn by women
ọséte,plate (breakable)
ósẹ,father
ósẹráruskpọ,stepfather
ọsia,gorilla (also powerful person)
ọsipíto,hospital
ọso,hawk
ósorọvwe,father/brother in-law
ọsoso1,n. straight
ọsoso2,"full, complete"
ọsosuáda,main part of a street
ọsuere,main part of a town
ósúke,humpback
óshare,n. man
óshareórọvwe,husband
ọtan,squirrel
ọtishé,charm for effective blow
ọtota,spokesman
ọtọke,n. miser
ọtọrọ,pattern of wrapper worn by men
ọvié,slave
ọvo1,one
óvo2,only
ọvo3,certain
óvuikpe,January
ọvuọvo1,same
ọvuóvó2,one by one/step by step
ọvwá,bride
ọvwághware,wise man
óvwáre,young palm
óvwe1,frond
ọvwe2,food prepared without salt
ọvwéro,backbiter
ọvwerhotọ,puff adder
ọvwẹ1,viper
ọvwé2,free
Urhobo,English gloss
ọvwiẹrẹ,lazy person
ọvwísusu,"rascal, a nuisance"
ọvwósoghoro,vagabond
ọvwóshọ,coward
ọvwóvwa,non witch or wizard
ọvwózighi,"rough person, confusionist"
ọvwófarhiẹ,fornicator
ọvwọrikọkọ,stammerer
ọvwúrhuru,"selfish person, one who has greed for others' food or things"
ọvwúvwohwo,person without helper
óvwra,bird
ọvwréghrẹ,enemy
ọwára,priest
ọwẹnẹwẹnẹ,statement that tends to examine an issue in alternative manner
ọyavwemetẹ,person who circumcises women
óye,"him, her or it"
ọyikọ,messenger
ọyọrigho,treasurer
ọyọrọmọ,housemaid
P,p
paparapa,flat
patapata,anyhow
pépé,throbbing
pépé1,quietly
pẹpé2,pet
pẹtẹpẹtẹ,watery
piápiá,state of not being ripe
piọpiọpiọ,pointed (sharp tip)
potokri,Portuguese person
pọkọpọko,robust
pueké,massive
puépué,clean
puéché,sluggish
puépué,over-ripe or overcooked
Urhobo,English gloss
PH,ph
phẹ1,urinate
phẹn2,"expand, widen (of something)"
phẹn3,cave in (e.g. of pit)
pho,jump
phopho1,blow
phopho2,smoke
phorophoro1,gentle
phorophoro2,not clearly
R,r
rare,lick
ravware,our
rayen,their
re,eat
reghereghe,indefinite
rere,"in order to, so that"
rérhá,third
résáa,sixth
reyọ,take
rẹ1,beg/plead
ré2,of
réné,fourth
rérére,eighth
résosuọ,first
riakpọ,enjoy
riariẹ,round
rié,wipe
riérié,"lure, entice"
rioriorio,smooth
ríghwré,seventh
ríhwé,tenth
ririe,tickle
rírhiri,ninth
rívé,second
ríyorin,fifth
ro,enter
rode,big
roro,"think, add"
rovwo,forget
rowán,poss.a. your (coll.)
rọ,swallow
Urhobo,English gloss
rọvwọ,marry
rọyen,"his, her, its"
ru,do/make
rua,poison/bewitch
rukugbe,co-operate
RH,rh
rhá1,unite
rha2,fly
rhare,paint
rharhe,bore (hole)
rhẹ,filter
rhẹriẹ,turn
rhẹrhẹ,swim
rhie,open
rhiririn,"non-stop, continuously"
rhívwi,v.i return
rho,parboil (of fish or meat halfway)
rhoma,again
rhovwo,bite
rhọ,rain
rhọghọ,lay (egg)
rhọvwe,agree/accept
rhuẹ,bend (down)
rhurhu,cover
S,s
sa1,shoot
sa2,"burst, break open explosively"
sane,select
sánsán,different
sasasa,smart
se1,read
se2,refuse
sé3,call
segbúyóta,believe
sẹ,v.i dress (for an occasion)
si1,write
si2,pull
siẹné,"conj. so that, so as to"
siévuóvo,adv. at once
Urhobo,English gloss
sivwi1,treat
sivwi2,"contest, struggle for"
so1,tap
so2,sing
sobọ,shake hand
su,"lead, escort"
suesú,sticky
SH,sh
shá,word to chase away domestic animals
she1,fall
she2,fail
shenyé,oppress
sherhẹ,lie
shesheri,far
shẹ,sell
shi,bury
shiguẹ,kneel down
shórọ,crawl
shu,capsize
Shuo!,expresses surprise
T,t
ta1,talk/say
tá2,exp. word for rebuking
téri,enough
tẹ,"fall out of grace, to be without honour"
tighitighi,tangled state
titi,"be renowned, be famous"
tivọ,where
torhẹ,burn
tọ1,dig
tọ2,live long
tọre,pick
tu,summon
tue,purge
tuó,chew
tuvwiyọ,begin/start
Urhobo,English gloss
U,u
ubeku,bone
ubékpe,wing
úbi1,seed
ubí2,"charcoal, soot"
úbiáko,tooth
úbiébi,emphatic word for dark complexion
úbiédada,rib
úbiédi,palm-nut
úbiéhú,kidney
úbiényẹ,angle
úbiérágha,stone
úbieri,mudfish sp.
úbígho,cowry
úbióhoró,clitoris
ubiota,"letter (a, b, c, etc.)"
ubiotako,consonant
ubiotaupho,vowel
úbiówọ,ball by the ankle
úbiri,spear
úbiúdú,heart
úbiúgbo,knee cap
úbiupho,Adam's apple
úbiúrhe,stick
úbivie,coral bead
úbívun,intestine
ubuara,handwoven wrapper worn by elders
úbrésiso,hundred Naira (N100)
ubrevwiẹ,last born
úbro,half
úbrótọ,state
úbrúwevwi,room
úchébro,advice
uché,quantity
uchere,cookery
uchivwo,pillar
úchúkówọ,heel
úchuku,stump
uchunu,amount
udene,n. male agama lizard
udi1,"drink, wine"
údí2,"grasscutter, cane-rat"
udiáme,n. palmwine
Urhobo,English gloss
údídẹ,earthworm
udidi,"dignity, charisma"
údiéweri,n. chimpanzee
udió,n. cork
údo,riddle
údú,chest
úduébro,anxiety
udje,energetic Urhobo dance
údjú,n. farm
úfí,trap
úfífobọ,fingernail
úfiówọ,sole rash
úfuomá,peace
ugana,n. balcony
úgé,fish-trap
ugo,eagle
úgúgunu,bend
uguegue,shock
úgba,game of children involving jumping on the ground
úgbáda,simultaneously
ugbakana,n. ladder
ugbenu,mountain/hill
ugbére,gonorrhoea
ugbévwiẹ,age-group
ugbẹ,"pen, biro, pencil"
ugbẹáme,"pen, biro"
ugbẹóyaya,pencil
úgbévwére,"potsherd, broken earthenware"
ugbí,seed-yam for planting
ugbo,bone between the knee and the ankle
ugbóbọ,arm
ugbogbo,caterpillar
úgbónẹ,speed
ugbọmo,child belt
úgbọvó,single wrapper worn by unmarried girl
úgbugberi,across
ugbuko,n. back
ugbunu,n. mouth
ughé,spectacle
ughegbe,mirror
úghére,outskirts of a town or village
úghéghẹ,foolishness
ughẹn,period set aside for a woman to sleep with her husband
ughọjọ,"n. watch, clock"
ughwaka,salt
Urhobo,English gloss
ughweri,native salt
ughwu,death
ughwru,boundary
úgrógro,length
uhéréviáso,midnight
uhérévie,"middle, between"
úhóhi1,spiny part of the palm tree containing the leaves
uhohi2,navel
úhoho,shadow
úhwerhe,sugar-cane
úhwóvó,eleven
uje,twenty
uji,theft
ujórin,hundred
ujórha,sixty
ujórhagbẹihwe,seventy
újọ,"fly-whisk, object made of the tail of the horse used for decoration or"
ujóne,eighty
ujónegbẹihwe,ninety
ujúvẹ,forty
ujúvẹgbẹihwe,fifty
uke1,"hump, hunch"
uke2,style in Urhobo wrestling
ukéké,piece of stick used for setting trap
ikeri,number
úké,egg
ukécha,help
úkérékpẹ,brick
ukẹun,potash
úkó,cup
ukodo,food prepared with meat and yam or plantain together (mixed grill)
ukókó1,association/society
ukoko2,(tobacco) pipe
ukokódia,coconut palm
ukoni,kitchen
ukori,lump
úkówọ,top of the foot
úkọ,misfortune
ukókóghọ,small calabash used for storing medicine
ukópa,n. one kobo (1k)
úkọvwá,bridesmaid
úku,heritage
ukujẹrẹ,spoon
Urhobo,English gloss
ukúta,rock
ukútarírhibo,grinding stone
úkúwevwi,back yard
úkpavwre.,bile
ukpe1,year
úkpe2,n. bed
úkpébó,white poplin
ukpéré,instead of
ukperi,scandal
úkpokpo,n. missile
úkpókpógho,disturbance
úkpokpomá,"problem, worriedness"
ukpono1,lame person
ukpono2,n. broom used in sweeping open places like compound while standing
ukpotọ,pothole
úkpọkẹre,gutter
úmáko,pepper fruit
umẹ1,committee
úmé2,cucumber
umi,sack used to squeeze water out of ground cassava
úmióvwo,destruction
úmuému,n. boil
úmuwevwi,cottage
umwamwa,belt used by women
umwemwu,sin
umwáyá,belt
umwu,n. drug
une,song
unédi,bunch of palm-nuts
unó,n. oak [no oak trees in Nigeria]
unórhẹ,bunch of plantains
unu,hole
unuémióvwo,slander
unuéphérẹ,tribe
unuékó,quarrel
unurévie,nipple
unurúwén,nostril
unúrhoro,entrance/gate
únúsọ,anus
úpé,scar
upéré,n. nail
úphiáphiá,cane/whip
uphó1,throat
úpho2,flesh
Urhobo,English gloss
úphóro,feather
úre,totality
úrié,vein
urí,two hundred
urí,ujórin num. three hundred
uriórin,one thousand
uriórha,six hundred
iriórha,ujórin num. seven hundred
uriọdja,handkerchief
urióne,eight hundred
urióne,ujórin num. nine hundred
uriri,glory
úririẹ,spice variety
urívẹ,four hundred
urívẹ,ujórin num. five hundred
úróko,mile/kilometre
úruému,behaviour
úruhré,n. rope
urúrúvwen,December
úrhé,tree
úrhi,law
urhié,river
úrhié,queue
urhévwe,destiny
úrhióbọ,finger
úrhiówọ,toe
urhiórin,September
úrhiọke,morning
úrhirako,fox
urho1,n. mortar
urhó2,gum tree sp.
urhuẹ,n. home
úrhúghweri,mangrove sp.
úrhukpẹ,n. lamp/light
urhuru1,selfishness
urhuru2,voice
úrhúrhu,tail
urhúvwu,street
usa,ring
úsábọ,scratch
úságuẹ,groundnut
úse,call
úseki,charm for business promotion
úsekpe,snail
úseri,"proof, evidence"
Urhobo,English gloss
usi1,fame
úsi2,line
usí3,starch
úsiavwrẹ,key
usigá,jigger
usigho,charm for wealth
usú,company
úsuo,government
usuọvwa,middleman (within the context of marriage)
úshavwo,okra
usheneuwámwá,twenty kobo (20k)
ushi,grave
úshọvó,November
ushurhe,axe
utéhru,steel
útiẹ,n. orange
utohri,pestle
utóró,three kobo (3k)
utú,north
utudjéru,n. scissors
útughẹ,hut
utunédi,bunch of palm-nuts from which the nuts had been removed
útuomá,charm that exposes someone to hatred
ututa,onion
útúwevwi1,floor
útúwevwi2,parlour
uví1,paddle
úvi2,real
uvie,kingdom
uvo,"n. sun, sunshine"
úvun,bedroom
uvuówọ,calf
uvumwemwu,wickedness
uvweri,mourning
uvwerhi,reluctance
úvwési,n. pork
úvwẹ,chance
uvwiẹ1,generation
úvwié2,"fart, foul air through the anus"
uvwiéreri,shoal
uvwré,midst
uvwróvwró,crevice
uvwrọmọ,grandchild
úwén1,nose
Urhobo,English gloss
úwe2,thorn
úwéré,hardship
uwerúyóno,school
uwevwi,house
uwevwiẹbe,library
uwevwiótọ,bungalow
uweyi,errand
úwén,big fish-trap
uwéga,n. church
uwódi,prison
uwórha,shrine
úyérén1,"greeting, appreciation"
uyere2,moat
úyé,fly
úyédjọ,mask
úyóno,lesson
úyóta,truth
uyovwi,head
úyovwióta,theme
úzo,n. antelope
V,v
va1,scold
vá2,"butcher, break into parts (e.g. kola-nut)"
ve,bargain
vẹ1,disperse (of a crowd)
vé2,with
vẹn3,v.t bend
vẹrhe,before
vie,suck
viẹ,cry
vo,draw (e.g. water out of well)
vó,which
vu,uproot
vué,tell
vughe,know/recognise
vuvwu,roast
vrẹ,rise
Urhobo,English gloss
VW,vw
vwá1,revoke
vwa2,word that relates to the state of a person or thing
vware,wrap
vwarié,repeat
vwarhe,struggle
vwavware,red
vwavwarhe,a. light
vwavwe,weigh
vwerhẹ,sleep
vwevwerhe,delicious
vwẹ1,pron. me
vwé2,"within, in"
vwẹghẹvwẹghẹ,flat
vwẹre,fast
vwi,stone
vwié1,deceive
vwiẹ2,born
vwiọvwiọ,straight
vwirhi,break (with hands)
vwiyẹ,into
vwó1,v.t use
vwọ2,assist a person in lifting a load to the head
vwọvwe,disgrace
vwu,swell
vwre,turn (somebody/something) over
vwrẹ,cut (with hands)
vwro,argue
vwru,survive
W,w
wá1,pron. you (coll.)
wá2,pron. you (obj.) (coll.)
wa3,pass (examination)
wavrẹ,"outstrip, overtake, pass"
weke,word describing the vastness of an injury
wene,"change, transfer"
wéruo,please continue with your meal (coll.)
wẹ1,pron. you (sing.)
wẹ2,you (obj.) (sing.)
wén3,you (sing.)
wẹn4,breathe
Urhobo,English gloss
wẹnẹ,exchange words with
wia,work
wo1,descend
wo2,put down (of load carried by a person)
Y,y
yá1,catch
yan2,walk/move
yanra,(kpo) v.i go
yanrhe,(rhe) v.i come
yárá,bitter
yavwe,circumcise
yáyá,dry
Yéghwérẹ,safe journey!
yena,that/those
yeri,climb
yerobuwevwi,greet all at home
yẹghrẹ,struggle for balance
yéré,conj. or
yoma,boast
yono,"learn, study"
yoyovwi,"adv. fine, well"
yọre,hold
Z,z
ze,"offer, sacrifice"
zighizighi1,rough
zighizighi2,roughly
